width_substrate_mm,width_imp_line_mm,length_imp_line_mm,substrate_height_mm,patch_height_mm,width_slot_mm,length_slot_mm,patch_width_mm,substrate_length_mm,patch_length_mm,frequency_GHz,S11_dB
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3289999961853,-1.0324528004873
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3299999237061,-1.0497801034442
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3310000896454,-1.0673262133634
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3320000171661,-1.0850909931087
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3329999446869,-1.1030754867235
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3340001106262,-1.1212801975920
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3350000381470,-1.1397072485863
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3359999656677,-1.1583596402258
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3369998931885,-1.1772409530478
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3380000591278,-1.1963569142750
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3389999866486,-1.2157122339956
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3399999141693,-1.2353145410416
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3410000801086,-1.2551728631045
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3420000076294,-1.2752951863550
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3429999351501,-1.2956928727743
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3440001010895,-1.3163786100548
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3450000286102,-1.3373647731201
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3459999561310,-1.3586666640540
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3469998836517,-1.3803004562280
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3480000495911,-1.4022830378074
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3489999771118,-1.4246331462692
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3499999046326,-1.4473718484619
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3510000705719,-1.4705204613518
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3519999980927,-1.4941022325538
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3529999256134,-1.5181410974939
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3540000915527,-1.5426639118884
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3550000190735,-1.5676978660313
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3559999465942,-1.5932731524259
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3570001125336,-1.6194187203029
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3580000400543,-1.6461661389688
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3589999675751,-1.6735501996157
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3599998950958,-1.7016043202662
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3610000610352,-1.7303641710409
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3619999885559,-1.7598680140074
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3629999160767,-1.7901543564239
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3640000820160,-1.8212623059015
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3650000095367,-1.8532329240236
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3659999370575,-1.8861098743059
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3670001029968,-1.9199356521224
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3680000305176,-1.9547552116044
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3689999580383,-1.9906147476730
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3699998855591,-2.0275609727024
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3710000514984,-2.0656423227987
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3719999790192,-2.1049073784396
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3729999065399,-2.1454066986246
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3740000724792,-2.1871920884689
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3750000000000,-2.2303150183602
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3759999275208,-2.2748284456595
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3770000934601,-2.3207861589281
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3780000209808,-2.3682442933850
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3789999485016,-2.4172586916472
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3800001144409,-2.4678852981091
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3810000419617,-2.5201818673925
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3819999694824,-2.5742063384619
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3829998970032,-2.6300191187647
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3840000629425,-2.6876803128479
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3849999904633,-2.7472500438962
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3859999179840,-2.8087912754615
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3870000839233,-2.8723650788058
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3880000114441,-2.9380352007747
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3889999389648,-3.0058667333154
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3900001049042,-3.0759231078959
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3910000324249,-3.1482713958986
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3919999599457,-3.2229772160447
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3929998874664,-3.3001082958486
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3940000534058,-3.3797318112909
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3949999809265,-3.4619173518831
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3959999084473,-3.5467337894919
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3970000743866,-3.6342511901835
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3980000019073,-3.7245399810869
45,3,10,1.6,0.035,5,5,42,40,29.3,2.3989999294281,-3.8176720529343
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4000000953674,-3.9137183627551
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4010000228882,-4.0127526609390
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4019999504089,-4.1148461351711
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4030001163483,-4.2200711664505
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4040000438690,-4.3285033718443
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4049999713898,-4.4402136788765
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4059998989105,-4.5552750819451
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4070000648499,-4.6737605484592
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4079999923706,-4.7957400558876
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4089999198914,-4.9212850607409
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4100000858307,-5.0504631725169
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4110000133514,-5.1833430366740
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4119999408722,-5.3199880282887
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4130001068115,-5.4604571025245
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4140000343323,-5.6048076713549
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4149999618530,-5.7530925224078
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4159998893738,-5.9053560239254
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4170000553131,-6.0616361811958
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4179999828339,-6.2219596192014
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4189999103546,-6.3863467480556
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4200000762939,-6.5547994966895
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4210000038147,-6.7273086362264
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4219999313354,-6.9038430973986
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4230000972748,-7.0843515489047
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4240000247955,-7.2687584723882
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4249999523163,-7.4569552645321
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4260001182556,-7.6488011598095
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4270000457764,-7.8441121420043
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4279999732971,-8.0426590492176
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4289999008179,-8.2441566426330
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4300000667572,-8.4482573340045
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4309999942780,-8.6545421465538
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4319999217987,-8.8625112422550
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4330000877380,-9.0715739482183
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4340000152588,-9.2810376044686
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4349999427795,-9.4900968449202
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4360001087189,-9.6978273638727
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4370000362396,-9.9031729957715
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4379999637604,-10.104942314689
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4389998912811,-10.301808476371
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4400000572205,-10.492306917456
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4409999847412,-10.674849921286
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4419999122620,-10.847737076597
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4430000782013,-11.009191890954
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4440000057220,-11.157386014578
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4449999332428,-11.290497886855
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4460000991821,-11.406757930111
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4470000267029,-11.504524826811
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4479999542236,-11.582340466328
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4489998817444,-11.639000818108
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4500000476837,-11.673617796078
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4509999752045,-11.685655133294
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4519999027252,-11.674969618811
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4530000686646,-11.641807716793
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4539999961853,-11.586798482396
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4549999237061,-11.510919867516
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4560000896454,-11.415444648089
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4570000171661,-11.301886011455
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4579999446869,-11.171928505291
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4590001106262,-11.027357353718
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4600000381470,-10.870004728241
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4609999656677,-10.701687504388
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4619998931885,-10.524168876122
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4630000591278,-10.339122299386
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4639999866486,-10.148105628206
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4649999141693,-9.9525505902828
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4660000801086,-9.7537469337668
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4670000076294,-9.5528543911153
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4679999351501,-9.3508925699370
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4690001010895,-9.1487565712091
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4700000286102,-8.9472203840034
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4709999561310,-8.7469498923429
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4719998836517,-8.5485118637092
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4730000495911,-8.3523841603739
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4739999771118,-8.1589661265130
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4749999046326,-7.9685882047429
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4760000705719,-7.7815197220858
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4769999980927,-7.5979772327521
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4779999256134,-7.4181312412737
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4790000915527,-7.2421140013022
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4800000190735,-7.0700226163095
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4809999465942,-6.9019268742428
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4820001125336,-6.7378695699983
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4830000400543,-6.5778734327566
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4839999675751,-6.4219444030612
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4849998950958,-6.2700720995552
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4860000610352,-6.1222343585213
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4869999885559,-5.9783969905491
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4879999160767,-5.8385181006840
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4890000820160,-5.7025478166938
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4900000095367,-5.5704300338805
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4909999370575,-5.4421049600720
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4920001029968,-5.3175056127921
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4930000305176,-5.1965646511986
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4939999580383,-5.0792108756141
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4949998855591,-4.9653714222116
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4960000514984,-4.8549707109203
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4969999790192,-4.7479319988051
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4979999065399,-4.6441788904443
45,3,10,1.6,0.035,5,5,42,40,29.3,2.4990000724792,-4.5436329190609
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5000000000000,-4.4462159980134
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5009999275208,-4.3518504637859
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5020000934601,-4.2604576276542
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5030000209808,-4.1719571908328
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5039999485016,-4.0862725004178
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5050001144409,-4.0033245386195
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5060000419617,-3.9230360980127
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5069999694824,-3.8453298938779
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5079998970032,-3.7701302579635
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5090000629425,-3.6973577762041
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5099999904633,-3.6269397020809
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5109999179840,-3.5587996000286
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5120000839233,-3.4928622567894
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5130000114441,-3.4290554492850
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5139999389648,-3.3673043926578
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5150001049042,-3.3075382055006
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5160000324249,-3.2496838752599
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5169999599457,-3.1936702155632
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5179998874664,-3.1394292391907
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5190000534058,-3.0868887309340
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5199999809265,-3.0359830527711
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5209999084473,-2.9866432282803
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5220000743866,-2.9388034418745
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5230000019073,-2.8923971163126
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5239999294281,-2.8473617188517
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5250000953674,-2.8036340093882
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5260000228882,-2.7611505176595
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5269999504089,-2.7198507734186
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5280001163483,-2.6796765995853
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5290000438690,-2.6405685907561
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5299999713898,-2.6024712936892
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5309998989105,-2.5653280584114
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5320000648499,-2.5290869510600
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5329999923706,-2.4936948201737
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5339999198914,-2.4591016743494
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5350000858307,-2.4252594830216
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5360000133514,-2.3921201374871
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5369999408722,-2.3596392442158
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5380001068115,-2.3277754630211
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5390000343323,-2.2964842992805
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5399999618530,-2.2657305861406
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5409998893738,-2.2354740365194
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5420000553131,-2.2056822555031
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5429999828339,-2.1763195158920
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5439999103546,-2.1473589542063
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5450000762939,-2.1187695869356
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5460000038147,-2.0905246646204
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5469999313354,-2.0626011817058
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5480000972748,-2.0349782677100
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5490000247955,-2.0076342796735
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5499999523163,-1.9805528158751
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5510001182556,-1.9537171319891
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5520000457764,-1.9271146357346
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5529999732971,-1.9007347832214
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5539999008179,-1.8745674467420
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5550000667572,-1.8486054470391
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5559999942780,-1.8228436732697
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5569999217987,-1.7972785809937
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5580000877380,-1.7719091180506
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5590000152588,-1.7467338913396
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5599999427795,-1.7217554206735
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5610001087189,-1.6969765914413
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5620000362396,-1.6724019068881
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5629999637604,-1.6480378913262
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5639998912811,-1.6238900558345
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5650000572205,-1.5999687797296
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5659999847412,-1.5762814508508
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5669999122620,-1.5528391218458
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5680000782013,-1.5296527566859
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5690000057220,-1.5067335712822
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5699999332428,-1.4840937194341
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5710000991821,-1.4617476158553
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5720000267029,-1.4397061584303
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5729999542236,-1.4179836803009
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5739998817444,-1.3965933549697
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5750000476837,-1.3755490312515
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5759999752045,-1.3548649892101
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5769999027252,-1.3345524817845
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5780000686646,-1.3146259179740
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5789999961853,-1.2950972787339
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5799999237061,-1.2759796112537
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5810000896454,-1.2572851187838
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5820000171661,-1.2390232073864
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5829999446869,-1.2212063143263
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5840001106262,-1.2038426440837
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5850000381470,-1.1869412708783
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5859999656677,-1.1705114827268
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5869998931885,-1.1545600537979
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5880000591278,-1.1390913369931
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5889999866486,-1.1241133186423
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5899999141693,-1.1096274323346
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5910000801086,-1.0956376002087
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5920000076294,-1.0821460407274
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5929999351501,-1.0691529547184
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5940001010895,-1.0566575243651
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5950000286102,-1.0446581014473
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5959999561310,-1.0331521400080
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5969998836517,-1.0221350341683
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5980000495911,-1.0116008334162
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5989999771118,-1.0015436610178
45,3,10,1.6,0.035,5,5,42,40,29.3,2.5999999046326,-0.99195382809776
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6010000705719,-0.98282469279629
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6019999980927,-0.97414370667672
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6029999256134,-0.96590111793844
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6040000915527,-0.95808350861179
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6050000190735,-0.95067640205855
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6059999465942,-0.94366619738173
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6070001125336,-0.93703619188210
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6080000400543,-0.93076930746342
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6089999675751,-0.92484905970836
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6099998950958,-0.91925592163996
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6110000610352,-0.91397070538108
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6119999885559,-0.90897221497986
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6129999160767,-0.90424123839906
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6140000820160,-0.89975620727899
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6150000095367,-0.89549368917617
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6159999370575,-0.89143300184616
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6170001029968,-0.88754996522327
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6180000305176,-0.88382317329636
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6189999580383,-0.88022815690529
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6199998855591,-0.87674250603137
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6210000514984,-0.87334258756128
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6219999790192,-0.87000603364177
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6229999065399,-0.86670876465488
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6240000724792,-0.86342972795864
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6250000000000,-0.86014662063878
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6259999275208,-0.85683661934961
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6270000934601,-0.85348046670321
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6280000209808,-0.85005629274140
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6289999485016,-0.84654640901022
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6300001144409,-0.84293090241678
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6310000419617,-0.83919274560488
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6319999694824,-0.83531486560296
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6329998970032,-0.83128364644968
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6340000629425,-0.82708388982135
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6349999904633,-0.82270323827793
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6359999179840,-0.81812989882373
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6370000839233,-0.81335382790884
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6380000114441,-0.80836669357787
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6389999389648,-0.80316107673847
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6400001049042,-0.79773309535161
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6410000324249,-0.79207651078291
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6419999599457,-0.78619026900913
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6429998874664,-0.78007352544525
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6440000534058,-0.77372804765616
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6449999809265,-0.76715349386588
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6459999084473,-0.76035720052053
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6470000743866,-0.75334210770569
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6480000019073,-0.74611597216319
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6489999294281,-0.73868866083763
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6500000953674,-0.73106770224310
45,3,10,1.6,0.035,5,5,42,40,29.3,2.6510000228882,-0.72326641070576
